CLASSIFICATION,QF,RESOURCE_AGG_TYPE,PARENT_RESOURCE_ID,RESOURCE_ID,RESOURCE_TYPE,GEN_UNIT_NAME,NET_DEPENDABLE_CAPACITY,NAMEPLATE_CAPACITY,PTO_AREA,OWNER_OR_QF,UNIT_TYPE,ENERGY_SOURCE,ZONE,COD,RIVER_SYSTEM,BAA_ID,UDC
Participating Unit,N,N,,OTAY_6_LNDFL5,GEN,Otay 5,1.5,1.5,SDGE,"Otay Landfill Gas, LLC",RECIPROCATING ENGINE,BIOGAS,SP15,2014-03-14,,CISO,SDGE
Non-Participating,N,Y,DELTA_2_PL1X4,DELTA_2_CTG3,GEN,DELTA ENERGY CENTER CTG UNIT 3,212.5,212.5,,"Delta Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,PIT3_7_PL1X3,PIT3_7_UNIT 3,GEN,Pit PH 3 Unit 3,25,25,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,ALAMIT_7_UNIT 2,GEN,ALAMITOS GEN STA. UNIT 2,175,176,SCE,AES Alamitos,STEAM,NATURAL GAS,SP15,1957-01-01,,CISO,SCE
Participating Unit,Y,N,,HIGGNS_1_COMBIE,GEN,Combie South,1.5,1.5,PGAE,Nevada Irrigation District,HYDRO,WATER,NP15,,,CISO,PGAE
Participating Unit,N,N,,WHEATL_6_LNDFIL,GEN,"G2 ENERGY, OSTROM ROAD LLC",3.55,3.55,PGAE,"G2 Energy, Ostrom Road LLC",RECIPROCATING ENGINE,BIOGAS,NP15,2013-09-01,,CISO,PGAE
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK2_7_UNIT 6,GEN,BIG CREEK PH 2 UNIT 6,17.5,17.5,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,DRUM_7_PL1X2,DRUM_7_UNIT 2,GEN,DRUM PH 1 UNIT 2,13,13,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,SUNSHN_2_LNDFL,SUNSHN_2_LNDFL2,GEN,SUNSHN_2_LNDFL2,4.6,4.6,,"Sunshine Gas Producers, L.L.C. Unit 2",COMBUSTION TURBINE,BIOGAS,SP15,,,CISO,
Participating Unit,N,N,,BALCHS_7_UNIT 1,GEN,BALCH 1 PH UNIT 1,33,34,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1927-01-01,,CISO,PGAE
Participating Unit,N,N,,NAROW1_2_UNIT,GEN,NARROWS PH 1 UNIT,12,12,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1942-01-01,,CISO,PGAE
Participating Unit,Y,N,,LAGBEL_6_QF,GEN,LAGUNA BELL QFS,0.35,17.5,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1993-01-01,,CISO,SCE
Participating Unit,N,N,,CAMPFW_7_FARWST,GEN,CAMP FAR WEST HYDRO,8,7.9,PGAE,SMUD,HYDRO,WATER,NP15,1985-01-01,,CISO,PGAE
Participating Unit,Y,N,,GARNET_2_WIND1,GEN,Phoenix,11.2,11.2,SCE,"San Gorgonio Westwinds II, LLC",WIND,WIND,SP15,2015-01-26,,CISO,SCE
Participating Unit,N,N,,ALTA6B_2_WIND11,GEN,Alta Wind 11,90,90,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,SP15,2014-03-13,,CISO,SCE
Participating Unit,N,Y,SCEC_1_PDRP100,SCEC_1_PDRP100,GEN,SCEC_1_PDRP100,0.99,,SCE,"OHMCONNECT, INC.",OTHER,OTHER,SP15,,,CISO,SCE
Participating Unit,N,N,,GASKW1_2_GW1SR1,GEN,Gaskell West 1,20,20,SCE,"RE Gaskell West 1, LLC",PHOTO VOLTAIC,SUN,SP15,2018-03-06,,CISO,SCE
Participating Unit,N,N,,KERKH2_7_UNIT 1,GEN,KERKHOFF PH 2 UNIT #1,153.9,153.9,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1983-01-01,,CISO,PGAE
Non-Participating,N,Y,ELKHIL_2_PL1X3,ELKHIL_7_CTG2,GEN,ELK HILLS COMBUSTION TURBINE UNIT 2,169,169,,"Elk Hills Power, LLC",COMBUSTION TURBINE,NATURAL GAS,ZP26,,,CISO,
Non-Participating,N,Y,PINFLT_7_UNITS,PINFLT_7_UNIT 3,GEN,Pine Flat Unit 3,63.3,63.3,,,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,SUNSHN_2_LNDFL,SUNSHN_2_LNDFL4,GEN,SUNSHN_2_LNDFL4,4.6,4.6,,"Sunshine Gas Producers, L.L.C. Unit 4",COMBUSTION TURBINE,BIOGAS,SP15,,,CISO,
Non-Participating,N,Y,LEBECS_2_UNITS,LEBECS_7_STG3,GEN,CC Power Block 1 STG3,184,184,,Pastoria Energy Facility,STEAM,NATURAL GAS,SP15,,,CISO,
Non-Participating,,Y,VERNON_6_MALBRG,VERNON_7_CTG1,GEN,VERNON_7_CTG1,42,42,,,,,SP15,,,CISO,
Participating Unit,N,N,,EDMONS_2_NSPIN,GEN,EDMONS_2_NSPIN,840,840,SCE,,PUMP,WATER,SP15,,,CISO,CWRS
Participating Unit,N,N,,CHINO_2_SOLAR,GEN,Chino RT Solar 1,1,2,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2009-12-01,,CISO,SCE
Participating Unit,N,N,,OLIVEP_1_SOLAR2,GEN,White River West,19.75,19.8,PGAE,"CED White River Solar 2, LLC",PHOTO VOLTAIC,SUN,ZP26,2014-10-01,,CISO,PGAE
Participating Unit,N,N,,VOYAGR_2_VOYWD3,GEN,Voyager Wind 3,43.2,43.2,SCE,"Alta Interconnection Management III, LLC",WIND,WIND,SP15,2018-12-29,,CISO,SCE
Participating Unit,N,N,,OAK L_1_GTG1,GEN,MWWTP PGS 2 - Turbine,4.6,5.8,PGAE,EAST BAY MUNICIPAL UTILITY DISTRICT,COMBUSTION TURBINE,BIOGAS,NP15,1991-10-21,,CISO,PGAE
Participating Unit,N,N,,OCTILO_5_WIND,GEN,Ocotillo Wind Energy Facility,265,265,SDGE,Ocotillo Express LLC,WIND,WIND,SP15,2013-07-30,,CISO,SDGE
Non-Participating,,Y,TERMEX_2_PL1X3,TERMEX_2_GTG2,GEN,TERMEX_2_GTG2,180,180,,,,,SP15,,,CISO,
Participating Unit,N,N,,INDIGO_1_UNIT 1,GEN,INDIGO PEAKER UNIT 1,44,45,SCE,Wildflower Energy LP,COMBUSTION TURBINE,NATURAL GAS,SP15,2001-09-19,,CISO,SCE
Non-Participating,N,Y,PNCHEG_2_PL1X4,PNCHEG_2_CTG2,GEN,PANOCHE ENERGY CENTER (CTG2),127.3,127.3,,PANOCHE ENERGY CENTER,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,N,,ANAHM_2_CANYN1,GEN,CANYON POWER PLANT UNIT 1,49.4,71.2,SCE,City of Anaheim (MSS Agreement - S14),COMBUSTION TURBINE,NATURAL GAS,SP15,2011-09-16,,CISO,ANHM
Non-Participating,,Y,DEVERS_1_QF,GARNET_7_QF,GEN,GARNET_7_QF,66.7,66.7,,,,,SP15,,,CISO,
Non-Participating,N,Y,SCHLTE_1_PL1X3,SCHLTE_1_UNITA1,GEN,Tracy Unit 1 Peaking Project,87,87,PGAE,GWF Energy LLC,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,PGAE
Participating Unit,N,N,,RVSIDE_2_RERCU4,GEN,Riverside Energy Res. Ctr Unit 4,49,71.2,SCE,City of Riverside (MSSA),COMBUSTION TURBINE,NATURAL GAS,SP15,2011-04-01,,CISO,RVSD
Participating Unit,N,N,,HALSEY_6_UNIT,GEN,HALSEY HYDRO,13.5,13.5,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1916-01-01,,CISO,PGAE
Participating Unit,N,N,,CATLNA_2_SOLAR,GEN,Catalina Solar - Phases 1 and 2,110,110,SCE,"Catalina Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2013-02-15,,CISO,SCE
Participating Unit,N,N,,GARNET_1_WINDS,GEN,Garnet Winds Aggregation,22.5,23.3,SCE,"Windpower Partners 1993, L.P.",WIND,WIND,SP15,2011-02-21,,CISO,SCE
Participating Unit,N,N,,CHILLS_1_SYCENG,GEN,Sycamore Energy 1,1.5,1.9,SDGE,Sycamore Energy 1 LLC,COMBUSTION TURBINE,BIOGAS,SP15,2011-05-19,,CISO,SDGE
Non-Participating,N,Y,TERMEX_2_PL1X3,TERMEX_2_STG,GEN,Termoelectrica De Mexicali STG 3,308,308,,Termoelectrica De Mexicali S. de R.L. de C.V.,STEAM,HEAT RECOVERY,SP15,,,CISO,
Participating Unit,N,N,,SENTNL_2_CTG3,GEN,Sentinel Unit 3,96.85,131.8,SCE,"CPV Sentinel, LLC",COMBUSTION TURBINE,NATURAL GAS,SP15,2013-05-06,,CISO,SCE
Participating Unit,N,N,,GATES_2_SOLAR,GEN,Gates Solar Station,20,20,PGAE,Pacific Gas & Electric Company,PHOTO VOLTAIC,SUN,ZP26,2013-06-24,,CISO,PGAE
Participating Unit,N,N,,CNTNLA_2_SOLAR1,GEN,Centinela Solar Energy I ,125,127,SDGE,"Centinela Solar Energy, LLC",PHOTO VOLTAIC,SUN,SP15,2013-10-16,,CISO,SDGE
Participating Unit,Y,N,,COVERD_2_QFUNTS,GEN,COVE ROAD HYDRO QF UNITS,5.75,20.3,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1987-01-05,,CISO,PGAE
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 1,GEN,Diamond Valley Unit 1,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Non-Participating,,Y,ANTLPE_2_QF,ENWIND_6_QF,GEN,ENWIND_6_QF,112.9,112.9,,,,,SP15,,,CISO,
Non-Participating,N,Y,SANITR_6_UNITS,SANITR_6_STG4,GEN,LACSD CARSON WATER POLLUTION STG4,5.5,5.5,,County Sanitation District No. 2 of Los Angeles County,STEAM,HEAT RECOVERY,SP15,,,CISO,
Non-Participating,N,Y,SLSTR2_2_SOLAR2,SLSTR2_2_SOLR2B,GEN,Solar Star 2,57,57,,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,N,Y,PIT5_7_PL3X4,PIT5_7_PL3X4,GEN,PIT PH 5 UNITS 3 & 4 AGGREGATE,82,,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1944-01-01,,CISO,PGAE
Participating Unit,N,Y,PNCHEG_2_PL1X4,PNCHEG_2_PL1X4,GEN,PANOCHE ENERGY CENTER (Aggregated),401,,PGAE,PANOCHE ENERGY CENTER,COMBUSTION TURBINE,NATURAL GAS,NP15,2009-05-27,,CISO,PGAE
Participating Unit,N,N,,AVENAL_6_AVSLR1,GEN,Avenal Solar 1,7.9,7.9,PGAE,"CED Avenal Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2017-01-28,,CISO,PGAE
Participating Unit,N,N,,NCPA_7_GP1UN1,GEN,NCPA GEO PLANT 1 UNIT 1,38.85,55,PGAE,NCPA (MSS Agreement - S14),STEAM,GEOTHERMAL,NP15,1983-01-01,,CISO,NCPA
Participating Unit,N,N,,ENWIND_2_WIND2,GEN,Ridgetop I,38.24,65,SCE,"Ridgetop Energy, LLC",WIND,WIND,SP15,2015-03-23,,CISO,SCE
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 5,GEN,Diamond Valley Unit 5,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,DVLCYN_1_UNITS,DVLCYN_1_UNIT 3,GEN,DEVIL CANYON HYDRO UNIT 3,80,80,,California Dept. of Water Resources,HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,ELSEGN_2_UN1011,ELSEGN_2_UNIT11,GEN,El Segundo Energy Center Unit 5,228,228,,El Segundo Energy Center LLC,COMBINED CYCLE,NATURAL GAS,SP15,,,CISO,
Non-Participating,N,Y,DUANE_1_PL1X3,DUANE_7_CTG2,GEN,Donald Von Raesfeld CTG Unit 2,50.4,50.4,,Donald Von Raesfeld Power Plant,COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Participating Unit,N,N,,SNCLRA_2_UNIT1,GEN,New Indy Oxnard,27.8,29,SCE,New-Indy Oxnard LLC,COMBUSTION TURBINE,NATURAL GAS,SP15,2016-04-15,,CISO,SCE
Participating Unit,N,N,,OXMTN_6_LNDFIL,GEN,Ox Mountain Landfill Generating Plant,10.62,13.3,PGAE,"Ameresco Half Moon Bay, LLC",RECIPROCATING ENGINE,BIOGAS,NP15,2009-04-01,,CISO,PGAE
Non-Participating,N,Y,GYS5X6_7_UNITS,GYS5X6_7_UNIT 5,GEN,Geysers Unit 5,55,55,,"Geysers Power Company, LLC",STEAM,GEOTHERMAL,NP15,,,CISO,
Non-Participating,N,Y,RUSCTY_2_UNITS,RUSCTY_2_CTG2,GEN,Russell City,180,180,,"Russell City Energy Company, LLC",COMBINED CYCLE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,METEC_2_PL1X3,METEC_7_STG3,GEN,Metcalf Energy Center Unit 3,231,231,,"Metcalf Energy Center, LLC",STEAM,HEAT RECOVERY,NP15,,,CISO,
Participating Unit,N,N,,MIRLOM_2_TEMESC,GEN,MWD Temescal Hydroelectric Recovery Plan,2.85,2.8,SCE,Metropolitan Water District of Southern California,HYDRO,WATER,SP15,1987-01-01,,CISO,SCE
Participating Unit,Y,N,,DINUBA_6_UNIT,GEN,"Dinuba Energy, Inc.",12,11.5,PGAE,Community Renewable Energy Services Inc. dba Dinuba Energy,STEAM,BIOMASS,NP15,2001-07-05,,CISO,PGAE
Participating Unit,N,N,,WISE_1_UNIT 2,GEN,WISE HYDRO UNIT 2,3.2,3.2,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1986-01-01,,CISO,PGAE
Participating Unit,Y,N,,HINSON_6_CARBGN,GEN,BP WILMINGTON CALCINER,30,35.8,SCE,Tesoro Refining and Marketing Company LLC,STEAM,HEAT RECOVERY,SP15,1982-01-01,,CISO,SCE
Participating Unit,N,Y,AGRICO_7_UNIT,AGRICO_7_UNIT,GEN,Fresno Cogen,50.6,,PGAE,"Fresno Cogeneration Partners, LP",COMBINED CYCLE,NATURAL GAS,NP15,2001-01-01,,CISO,PGAE
Participating Unit,N,N,,ETIWND_2_RTS027,GEN,SPVP027,2,2,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2013-06-17,,CISO,SCE
Participating Unit,N,N,,DELSUR_6_BSOLAR,GEN,Central Antelope Dry Ranch B,3,3,SCE,Central Antelope Dry Ranch B LLC,PHOTO VOLTAIC,SUN,SP15,2017-09-29,,CISO,SCE
Participating Unit,N,Y,DREWS_6_PL1X4,DREWS_6_PL1X4,GEN,Drews Generating Plant,41.4,,SCE,"Colton Power, LP",COMBUSTION TURBINE,NATURAL GAS,SP15,2001-08-14,,CISO,SCE
Participating Unit,Y,N,,PADUA_6_QF,GEN,PADUA QFS,1.82,30.1,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1984-01-01,,CISO,SCE
Participating Unit,N,N,,SBERDO_2_RTS048,GEN,SPVP048,5,5,SCE,Southern California Edison Company,PHOTO VOLTAIC,SUN,SP15,2013-09-01,,CISO,SCE
Participating Unit,N,N,,BRDSLD_2_SHLO3B,GEN,Shiloh IV Wind Project,100,100,PGAE,"Shiloh IV Wind Project, LLC",WIND,WIND,NP15,2012-12-07,,CISO,PGAE
Non-Participating,N,Y,GYS5X6_7_UNITS,GYS5X6_7_UNIT 6,GEN,Geysers Unit 6,55,55,,"Geysers Power Company, LLC",STEAM,GEOTHERMAL,NP15,,,CISO,
Non-Participating,N,Y,ELKHIL_2_PL1X3,ELKHIL_7_CTG1,GEN,ELK HILLS COMBUSTION TURBINE UNIT 1,169,169,,"Elk Hills Power, LLC",COMBUSTION TURBINE,NATURAL GAS,ZP26,,,CISO,
Participating Unit,N,N,,AGCANA_X_HOOVER,TG,Hoover Power Plant,40,,SCE,MEAD230,HYDRO,WATER,SP15,2018-09-24,,WALC,SCE
Participating Unit,Y,N,,OILFLD_7_QFUNTS,GEN,Nacimiento Hydroelectric Plant,3.8,4.4,PGAE,Monterey County Water Resources Agency,HYDRO,WATER,NP15,2013-09-16,,CISO,PGAE
Participating Unit,Y,N,,PLSNTG_7_LNCLND,GEN,Lincoln Landfill Power Plant,4.98,5,PGAE,"Energy 2001, Inc.",RECIPROCATING ENGINE,BIOGAS,NP15,1985-01-01,,CISO,PGAE
Participating Unit,N,N,,ACACIA_6_SOLAR,GEN,West Antelope Solar,20,20,SCE,"TA-ACACIA, LLC",PHOTO VOLTAIC,SUN,SP15,2014-11-13,,CISO,SCE
Non-Participating,N,Y,HARBGN_7_UNITS,HARBGN_7_UNIT 2,GEN,Harbor Cogen Unit 2,13.6,13.6,,Harbor Cogeneration Company,STEAM,HEAT RECOVERY,SP15,,,CISO,
Participating Unit,N,N,,MNDALY_6_MCGRTH,GEN,McGrath Beach Peaker,47.2,59,SCE,Southern California edison,COMBUSTION TURBINE,NATURAL GAS,SP15,2012-11-01,,CISO,SCE
Participating Unit,N,N,,JACMSR_1_JACSR1,GEN,Jacumba Solar Farm,20,19.7,SDGE,"Jacumba Solar, LLC",PHOTO VOLTAIC,SUN,SP15,2017-07-25,,CISO,SDGE
Participating Unit,N,N,,OASIS_6_SOLAR3,GEN,Soccer Center,3,3.8,SCE,SolarCity Corporation,PHOTO VOLTAIC,SUN,SP15,2017-08-11,,CISO,SCE
Participating Unit,N,N,,BGSKYN_2_AS2SR1,GEN,Antelope Solar 2,105,105,SCE,"Antelope Expansion 2, LLC",PHOTO VOLTAIC,SUN,SP15,2018-12-18,,CISO,SCE
Participating Unit,Y,Y,KRAMER_2_SEGS89,KRAMER_2_SEGS89,GEN,LUZ SOLAR PARTNERS 8-9 AGGREGATE,160,,SCE,Southern California Edison Company,OTHER,SUN,SP15,1986-01-01,,CISO,SCE
Participating Unit,N,N,,AVENAL_6_AVSLR2,GEN,Avenal Solar 2,7.9,7.9,PGAE,"CED Avenal Solar, LLC",PHOTO VOLTAIC,SUN,ZP26,2017-01-28,,CISO,PGAE
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 4,GEN,Diamond Valley Unit 4,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Non-Participating,N,Y,LEBECS_2_UNITS,LEBECS_7_CTG4,GEN,CC Power Block 2 CTG4,198.9,198.9,,Pastoria Energy Facility,COMBUSTION TURBINE,NATURAL GAS,SP15,,,CISO,
Participating Unit,N,Y,SUNRIS_2_PL1X3,SUNRIS_2_PL1X3,GEN,Sunrise Power Project AGGREGATE II,586.02,,PGAE,Sunrise Power Company,COMBINED CYCLE,NATURAL GAS,ZP26,2001-06-07,,CISO,PGAE
Participating Unit,N,N,,UNVRSY_1_UNIT 1,GEN,Berry Cogen 38 - Unit 1,38,38,PGAE,Berry Petroleum Company,COMBUSTION TURBINE,NATURAL GAS,ZP26,1986-01-01,,CISO,PGAE
Non-Participating,N,Y,KELSO_2_UNITS,KELSO_3_GTG8,GEN,Mariposa Energy Project,49.4,49.4,,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,,,,CISO,
Non-Participating,N,Y,WISHON_6_UNITS,WISHON_6_UNIT 2,GEN,WISHON HYDRO UNIT 2,5.6,5.6,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Participating Unit,Y,N,,CONTRL_1_QF,GEN,CONTROL QFS,13.4,41.9,SCE,Southern California Edison Company,OTHER,OTHER,SP15,1982-01-01,,CISO,SCE
Participating Unit,N,N,,ESCNDO_6_UNITB1,GEN,CalPeak Power Enterprise Unit 1,48.04,52,SDGE,CalPeak Power - Enterprise LLC,COMBUSTION TURBINE,NATURAL GAS,SP15,2001-10-23,,CISO,SDGE
Participating Unit,Y,N,,USWPJR_2_UNITS,GEN,Vasco Wind,78.2,78.2,PGAE,"Vasco Winds, LLC",WIND,WIND,NP15,1988-01-01,,CISO,PGAE
Non-Participating,N,Y,ONLLPP_6_UNITS,ONLLPP_6_UNIT 5,GEN,O'NEILL PUMP-GEN UNIT 5,4.2,4.2,,,HYDRO,WATER,NP15,,,CISO,
Participating Unit,N,N,,MRGT_6_MMAREF,GEN,Miramar Energy Facility,45,68,SDGE,San Diego Gas & Electric,COMBUSTION TURBINE,NATURAL GAS,SP15,2005-07-27,,CISO,SDGE
Participating Unit,N,N,,DIABLO_7_UNIT 1,GEN,Diablo Canyon Unit 1,1150,1176,PGAE,Pacific Gas & Electric Company,STEAM,URANIUM,ZP26,1985-01-01,,CISO,PGAE
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 8,GEN,Diamond Valley Unit 8,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Participating Unit,Y,N,,STAUFF_1_UNIT,GEN,RHODIA INC. (RHONE-POULENC),4.6,4.6,PGAE,Pacific Gas & Electric Company,COMBUSTION TURBINE,NATURAL GAS,NP15,1977-06-01,,CISO,PGAE
Participating Unit,Y,N,,FRITO_1_LAY,GEN,FRITO-LAY,6,6.9,PGAE,"Frito Lay, Inc.",COMBUSTION TURBINE,NATURAL GAS,ZP26,1986-01-01,,CISO,PGAE
Participating Unit,Y,N,,SALIRV_2_UNIT,GEN,Salinas River Cogeneration,39,57,PGAE,"Chevron Power Holdings, Inc",COMBUSTION TURBINE,NATURAL GAS,NP15,1991-10-11,,CISO,PGAE
Participating Unit,N,N,,SISQUC_1_SMARIA,GEN,Santa Maria II LFG Power Plant,1.42,1.5,PGAE,"J&A-Santa Maria II, LLC",RECIPROCATING ENGINE,BIOGAS,NP15,2010-09-27,,CISO,PGAE
Participating Unit,N,N,,KNGCTY_6_UNITA1,GEN,"King City Energy Center, Unit 1",44.6,49.9,PGAE,"Gilroy Energy Center, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,2002-01-14,,CISO,PGAE
Participating Unit,Y,N,,MURRAY_6_UNIT,GEN,Grossmont Hospital,4.12,4.6,SDGE,Grossmont Hospital Corp,COMBUSTION TURBINE,NATURAL GAS,SP15,2016-12-16,,CISO,SDGE
Participating Unit,N,N,,VOLTA_2_UNIT 1,GEN,VOLTA HYDRO UNIT 1,9.1,9.1,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1980-01-01,,CISO,PGAE
Participating Unit,N,N,,LAMONT_1_SOLAR4,GEN,Hayworth Solar Farm,26.66,27,PGAE,65HK 8me LLC,PHOTO VOLTAIC,SUN,ZP26,2015-12-23,,CISO,PGAE
Non-Participating,N,Y,LECEF_1_UNITS,LECEF_1_CGT 2,GEN,LOS ESTEROS ENERGY FACILITY CTG 2,49.9,49.9,,"Los Esteros Critical Energy Facility, LLC",COMBUSTION TURBINE,NATURAL GAS,NP15,,,CISO,
Non-Participating,N,Y,BIGCRK_2_EXESWD,BGCRK1_7_PORTAL,GEN,PORTAL HYDRO,10.8,10.8,,Southern California Edison Company,HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,CSTRVL_7_PL1X2,GEN,Marina Land Fill Gas,4.53,5,PGAE,Monterey Regional Waste Management District,RECIPROCATING ENGINE,OTHER,NP15,2007-09-01,,CISO,PGAE
Participating Unit,Y,Y,SHELRF_1_UNITS,SHELRF_1_UNITS,GEN,SHELL OIL REFINERY AGGREGATE,100,,PGAE,"Martinez Refining Company-Division of Equilon Enterprises, LLC",COMBINED CYCLE,NATURAL GAS,NP15,1995-01-01,,CISO,PGAE
Participating Unit,N,N,,CRNEVL_6_SJQN 3,GEN,SAN JOAQUIN 3,4.2,4.2,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1923-01-01,,CISO,PGAE
Participating Unit,N,N,,PIT7_7_UNIT 2,GEN,PIT PH 7 UNIT 2,54.6,54.6,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1965-01-01,,CISO,PGAE
Participating Unit,N,N,,VENWD_1_WIND1,GEN,Windpark Unlimited 1,9.43,9.5,SCE,"Energy Unlimited PH, Inc.",WIND,WIND,SP15,2016-04-25,,CISO,SCE
Participating Unit,N,N,,RSMSLR_6_SOLAR1,GEN,Rosamond One,20,20,SCE,RE Rosamond One LLC,PHOTO VOLTAIC,SUN,SP15,2013-12-20,,CISO,SCE
Participating Unit,N,N,,MIRLOM_2_RTS032,GEN,SPVP032,1.5,1.5,SCE,Southern California Edison,PHOTO VOLTAIC,SUN,SP15,2013-06-17,,CISO,SCE
Participating Unit,Y,N,,MOORPK_2_CALABS,GEN,Calabasas Gas-to-Energy Facility,6.96,13.8,SCE,County Sanitation District No.2 of Los Angeles County,COMBUSTION TURBINE,BIOGAS,SP15,2010-09-20,,CISO,SCE
Participating Unit,N,N,,ALT6DS_2_WIND9,GEN,Pinyon Pines 2,132,132,SCE,"Alta Interconnection Management II, LLC",WIND,WIND,SP15,2013-01-01,,CISO,SCE
Non-Participating,N,Y,DRUM_7_PL3X4,DRUM_7_UNIT 3,GEN,Drum PH 1 Unit 3,12.9,12.9,,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,DMDVLY_1_UNITS,DMDVLY_1_GEN 7,GEN,Diamond Valley Unit 7,3.3,3.3,,Metropolitan Water District of Southern California (MWD),HYDRO,WATER,SP15,,,CISO,
Participating Unit,N,N,,LACIEN_2_VENICE,GEN,MWD Venice Hydroelectric Recovery Plant,9.95,10.1,SCE,Metropolitan Water District of Southern California,HYDRO,WATER,SP15,1982-01-01,,CISO,SCE
Participating Unit,N,N,,PIT7_7_UNIT 1,GEN,PIT PH 7 UNIT 1,55.7,55.7,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,1965-01-01,,CISO,PGAE
Participating Unit,N,N,,TWISSL_6_SOLAR1,GEN,Coronal Lost Hills,20,20,PGAE,"Coronal Lost Hills, LLC",PHOTO VOLTAIC,SUN,ZP26,2015-05-15,,CISO,PGAE
Participating Unit,N,N,,CONTRL_1_CASAD1,GEN,Mammoth G1,10,10,SCE,Mammoth Three LLC,OTHER,GEOTHERMAL,SP15,1984-11-26,,CISO,SCE
Participating Unit,N,N,,PIT1_6_FRIVRA,GEN,Fall River Mills Project A,1.5,1.5,PGAE,"Ignite Solar Holdings 1, LLC",PHOTO VOLTAIC,SUN,NP15,2014-03-05,,CISO,PGAE
Participating Unit,N,N,,MIRLOM_2_MLBBTA,GEN,Mira Loma BESS A,10,10,SCE,Southern California Edison,OTHER,LESR,SP15,2016-12-30,,CISO,SCE
Non-Participating,N,Y,HYTTHM_2_UNITS,HYATT_2_UNIT 5,GEN,Edward Hyatt Gen Unit 5,141.6,141.6,,California Dept. of Water Resources,HYDRO,WATER,NP15,,,CISO,
Non-Participating,N,Y,DSRTSL_2_SOLAR1,DSRTSL_2_SOLR1B,GEN,DSRTSL_2_SOLR1B,148.1,148.1,,"Desert Stateline, LLC",PHOTO VOLTAIC,SUN,SP15,,,CISO,
Participating Unit,Y,N,,HIGGNS_7_QFUNTS,GEN,HIGGNS_7_QFUNTS,0.5,0.3,PGAE,Pacific Gas & Electric Company,HYDRO,WATER,NP15,,,CISO,PGAE
Participating Unit,N,Y,HARBGN_7_UNITS,HARBGN_7_UNITS,GEN,HARBOR COGEN COMBINED CYCLE,109.01,,SCE,Harbor Cogeneration Company,COMBINED CYCLE,NATURAL GAS,SP15,2001-06-14,,CISO,SCE
